fighter_name,ko/tko_wins,submission_wins,decision_wins,win_streak,lose_streak,longest_win_streak,longest_lose_streak,title_fight_wins,reach_in,height_in,weight_in,dob_in,stance_Open,stance_Orthodox,stance_Sideways,stance_Southpaw,stance_Switch,fighter_name_norm,name,url,total_fights,wins,losses,draw,sig_strikes_landed,sig_strikes_attempted,takedowns_landed,takedown_attempted,sig_str_landed,sig_str_absorbed,takedown_avg,submission_avg,sig_str_def,takedown_def,knockdown_avg,avg_fight_time_seconds,str_standing,str_clinch,str_ground,str_head,str_body,str_leg,img,name_norm
Maurice Smith,1,3,3,1,0,3,2,2,72.0,74.0,221.0,1961.0,False,True,False,False,False,maurice smith,Maurice Smith,https://www.ufc.com/athlete/maurice-smith,0,0,0,0,7.0,15.0,0.0,2.0,0.41,0.47,0.89,0.89,60.0,20.0,0.0,507.0,6.0,0.0,1.0,0.0,2.0,5.0,,maurice smith
Patrick Smith,2,4,0,1,0,3,1,0,72.0,74.0,225.0,1963.0,False,True,False,False,False,patrick smith,Patrick Smith,https://www.ufc.com/athlete/patrick-smith,6,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,patrick smith
Scott Smith,8,4,2,0,4,2,4,1,70.0,72.0,185.0,1979.0,False,True,False,False,False,scott smith,Scott Smith,https://www.ufc.com/athlete/scott-smith,0,0,0,0,231.0,831.0,0.0,15.0,1.9,5.87,0.12,0.49,50.0,58.0,0.86,486.0,164.0,55.0,12.0,168.0,27.0,36.0,,scott smith
Trevor Smith,4,3,9,0,3,2,3,0,75.0,75.0,185.0,1981.0,False,True,False,False,False,trevor smith,Trevor Smith,https://www.ufc.com/athlete/toreha-sumisu,25,15,10,0,551.0,986.0,16.0,59.0,3.29,3.31,1.7,0.72,51.0,61.0,0.18,659.0,293.0,137.0,121.0,290.0,145.0,116.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-03/SMITH_TREVOR_L.png?VersionId=s97V3U1RMJghDUTkBnM2.zbT3JMLhmkP&itok=1jiwHEGY,trevor smith
Anthony Smith,14,8,7,0,3,3,3,0,76.0,76.0,205.0,1988.0,False,True,False,False,False,anthony smith,Anthony Smith,https://www.ufc.com/athlete/anthony-smith,60,38,22,0,875.0,1781.0,3.0,35.0,3.19,5.04,0.44,0.6,45.0,50.0,0.38,579.0,766.0,68.0,41.0,542.0,159.0,174.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-04/SMITH_ANTHONY_L_04-26.png?itok=877w2gGB,anthony smith
Colton Smith,1,2,1,0,3,1,3,1,71.0,72.0,155.0,1987.0,False,True,False,False,False,colton smith,Colton Smith,https://www.ufc.com/athlete/colton-smith,10,6,4,0,54.0,130.0,0.0,25.0,1.64,2.3,4.09,1.36,52.0,25.0,0.45,495.0,30.0,17.0,7.0,21.0,11.0,22.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/e194e899-0ab6-4621-8c36-25aed813b4de%252FColton-Smith_293597_LeftFullBodyImage.png?itok=zk4p28zo,colton smith
Gilbert Smith,0,1,0,0,1,0,1,0,72.0,69.0,185.0,1981.0,False,False,False,True,False,gilbert smith,Gilbert Smith,https://www.ufc.com/athlete/gilbert-smith,7,5,2,0,14.0,34.0,0.0,5.0,1.09,2.73,3.51,1.17,35.0,0.0,12.0,0.0,12.0,2.0,0.0,6.0,6.0,2.0,,gilbert smith
Leslie Smith,4,0,3,2,0,2,1,0,66.0,69.0,135.0,1982.0,False,True,False,False,False,leslie smith,Leslie Smith,https://www.ufc.com/athlete/leslie-smith,18,10,7,1,477.0,1183.0,0.0,5.0,7.56,8.41,0.0,0.0,51.0,63.0,0.48,541.0,354.0,116.0,7.0,345.0,73.0,59.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68577/profile-galery/fullbodyleft-picture/Leslie-Smith_480246_LeftFullBodyImage.png?itok=k-PXHApX,leslie smith
Devonte Smith,6,0,1,0,2,3,2,0,76.0,69.0,155.0,1993.0,False,True,False,False,False,devonte smith,Devonte Smith,https://www.ufc.com/athlete/devonte-smith,15,11,4,0,197.0,371.0,0.0,4.0,4.55,3.91,0.35,0.35,50.0,86.0,1.04,371.0,144.0,37.0,16.0,124.0,37.0,36.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-10/71405%252Fprofile-galery%252Ffullbodyleft-picture%252FSMITH_DEVONTE_L_10-02.png?itok=oiRS316P,devonte smith
Cole Smith,0,0,3,0,2,1,2,0,67.0,71.0,135.0,1989.0,False,True,False,False,False,cole smith,Cole Smith,https://www.ufc.com/athlete/cole-smith,9,7,2,0,80.0,226.0,2.0,15.0,1.78,1.96,1.67,1.67,50.0,45.0,0.0,900.0,56.0,17.0,7.0,33.0,24.0,23.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-09/SMITH_COLE_L_05-04.png?VersionId=wwjdco467kPKt3IBZ30kIe16WLsBEYVI&itok=vM35ysV2,cole smith
Nate Smith,0,1,0,0,1,0,1,0,69.0,66.0,125.0,1995.0,False,False,False,False,True,nate smith,Nate Smith,https://www.ufc.com/athlete/nate-smith,1,0,1,0,17.0,44.0,0.0,0.0,1.28,2.04,0.0,2.26,36.0,33.0,0.0,795.0,12.0,2.0,3.0,8.0,1.0,8.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/033df6e6-3e6b-479d-847d-149dbe0e4b4c%252FSMITH_NATE_R.png?itok=cm5QShKx,nate smith
Braxton Smith,1,0,0,0,1,0,1,0,72.0,71.0,257.0,1990.0,False,True,False,False,False,braxton smith,Braxton Smith,https://www.ufc.com/athlete/braxton-smith,7,5,2,0,14.0,29.0,0.0,1.0,6.46,11.54,0.0,0.0,32.0,100.0,0.0,130.0,14.0,0.0,0.0,13.0,0.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-05/SMITH_BRAXTON_L_05-06.png?itok=THiEWnFb,braxton smith
Elijah Smith,1,0,2,3,0,3,0,0,71.0,69.0,135.0,2002.0,False,True,False,False,False,elijah smith,Elijah Smith,https://www.ufc.com/athlete/elijah-smith,10,9,1,0,152.0,323.0,3.0,15.0,4.45,3.4,3.51,0.88,48.0,57.0,0.0,683.0,101.0,10.0,41.0,126.0,13.0,13.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-08/SMITH_ELIJAH_L_08-09.png?itok=iUWYzrEj,elijah smith
Jacobe Smith,2,1,0,3,0,3,0,0,72.0,70.0,170.0,1996.0,False,False,False,True,False,jacobe smith,Jacobe Smith,https://www.ufc.com/athlete/jacobe-smith,11,11,0,0,113.0,169.0,0.0,10.0,6.21,2.86,7.42,0.82,47.0,100.0,0.82,364.0,44.0,6.0,63.0,96.0,8.0,9.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/1/SMITH_JACOBE_L_01-11.png?itok=Xc2wpKZZ,jacobe smith
Dmitrii Smoliakov,2,1,0,0,3,0,3,0,74.0,74.0,253.0,1982.0,False,False,False,False,True,dmitrii smoliakov,Dmitrii Smoliakov,https://www.ufc.com/athlete/dmitrii-smoliakov,12,9,3,0,20.0,47.0,0.0,4.0,1.44,3.81,0.0,0.0,56.0,75.0,0.0,278.0,12.0,7.0,1.0,11.0,7.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Dimitry_Smolyavko/SMOLIAKOV_DMITRII_L.png?VersionId=ibMkXkMAi60mS2ts3PtQk3RMktxi1NwY&itok=uadmogdW,dmitrii smoliakov
Louis Smolka,6,5,6,0,2,4,4,0,68.0,69.0,135.0,1991.0,False,True,False,False,False,louis smolka,Louis Smolka,https://www.ufc.com/athlete/louis-smolka,26,17,9,0,747.0,1575.0,13.0,51.0,4.67,4.11,1.69,1.78,54.0,32.0,0.19,564.0,455.0,81.0,211.0,497.0,194.0,56.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/3e3e8bf3-f981-4091-80c0-6f47d51190ba%252FSMOLKA_LOUIS_L_12-04.png?itok=FR6qPOXC,louis smolka
Cameron Smotherman,1,0,3,0,2,1,2,0,69.0,69.0,135.0,1997.0,False,True,False,False,False,cameron smotherman,Cameron Smotherman,https://www.ufc.com/athlete/cameron-smotherman,18,12,6,0,187.0,503.0,0.0,0.0,4.07,3.52,0.0,0.0,59.0,63.0,0.0,690.0,178.0,9.0,0.0,110.0,71.0,6.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-05/SMOTHERMAN_CAMERON_L_05-03.png?itok=-etbtndo,cameron smotherman
Shimon Smotritsky,1,1,0,0,2,0,2,0,74.0,74.0,170.0,2000.0,False,True,False,False,False,shimon smotritsky,Shimon Smotritsky,https://www.ufc.com/athlete/mettyu-semelsberger-2,2,0,2,0,15.0,43.0,0.0,3.0,3.52,8.67,3.52,0.0,56.0,50.0,3.52,128.0,11.0,4.0,0.0,7.0,6.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-07/SMOTRITSKY_SHIMON_L_CS.png?itok=krCaoSkw,shimon smotritsky
Richie Smullen,0,1,0,0,1,0,1,0,68.0,69.0,155.0,1991.0,False,True,False,False,False,richie smullen,Richie Smullen,https://www.ufc.com/athlete/richie-smullen,5,3,1,1,7.0,9.0,2.0,3.0,1.98,2.26,8.49,0.0,65.0,0.0,3.0,0.0,3.0,0.0,4.0,3.0,1.0,3.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2018-10/SMULLEN_RICHIE_R_0.png?VersionId=Q0Or9bIZDZI5kh6dUsC2sCP9GDZx_dtm&itok=bcnYoZdv,richie smullen
Devin Smyth,0,0,1,0,1,0,1,0,72.0,70.0,170.0,1995.0,False,False,False,False,True,devin smyth,Devin Smyth,https://www.ufc.com/athlete/devin-smyth,0,0,0,0,39.0,57.0,0.0,15.0,2.6,6.73,4.0,0.0,25.0,100.0,0.0,900.0,1.0,31.0,7.0,20.0,14.0,5.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/26f896e9-eda3-4fd8-92d9-8154d3800058%252FSMYTH_DEVIN_L.png?itok=tCB-zVpt,devin smyth
Peter Sobotta,3,1,6,0,2,2,3,0,75.0,72.0,170.0,1987.0,False,False,False,True,False,peter sobotta,Peter Sobotta,https://www.ufc.com/athlete/peter-sobotta,24,17,6,1,251.0,625.0,12.0,37.0,2.14,2.9,1.53,0.51,59.0,78.0,0.51,705.0,202.0,14.0,35.0,149.0,45.0,57.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Peter_Sobotta/SOBOTTA_PETER_R.png?VersionId=nn1uHHWqsCpCSLkYJuk3v2mTGXoY98J.&itok=JYgAv7H4,peter sobotta
Renato Sobral,6,6,4,0,1,4,2,1,75.0,73.0,205.0,1975.0,False,True,False,False,False,renato sobral,Renato Sobral,https://www.ufc.com/athlete/renato-sobral,34,27,7,0,310.0,686.0,0.0,54.0,2.23,1.53,2.48,2.58,58.0,65.0,0.0,492.0,122.0,66.0,122.0,181.0,68.0,61.0,,renato sobral
Axel Sola,1,0,0,1,0,1,0,0,74.0,74.0,170.0,1997.0,False,False,False,True,False,axel sola,Axel Sola,https://www.ufc.com/athlete/axel-sola,12,11,0,1,45.0,105.0,1.0,4.0,3.74,2.74,1.25,0.0,76.0,1.25,12.0,0.0,36.0,5.0,4.0,40.0,5.0,0.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-09/SOLA_AXEL_L_09-06.png?itok=VMDUJ6p4,axel sola
Alexander Soldatkin,0,0,0,0,1,0,1,0,75.0,74.0,250.0,1993.0,False,True,False,False,False,alexander soldatkin,Alexander Soldatkin,https://www.ufc.com/athlete/alexander-soldatkin,1,0,1,0,12.0,20.0,0.0,2.0,1.16,1.35,1.45,0.0,26.0,50.0,0.0,620.0,4.0,7.0,1.0,6.0,6.0,0.0,,alexander soldatkin
Joe Solecki,1,3,5,0,3,4,3,0,70.0,69.0,155.0,1993.0,False,True,False,False,False,joe solecki,Joe Solecki,https://www.ufc.com/athlete/joe-solecki,19,13,6,0,215.0,399.0,4.0,31.0,1.97,1.85,2.06,1.37,51.0,14.0,0.0,656.0,130.0,13.0,72.0,180.0,15.0,20.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/2/SOLECKI_JOE_L_01-11.png?itok=TrFLgGth,joe solecki
Joe Son,0,1,0,0,1,0,1,0,72.0,64.0,236.0,1970.0,False,True,False,False,False,joe son,Joe Son,https://www.ufc.com/athlete/joe-son,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,joe son
Song Kenan,6,0,5,0,1,2,2,0,71.0,72.0,170.0,1990.0,False,True,False,False,False,song kenan,Song Kenan,https://www.ufc.com/athlete/song-kenan,31,22,9,0,484.0,1030.0,0.0,10.0,4.49,5.82,0.42,0.0,51.0,74.0,0.7,588.0,406.0,56.0,22.0,311.0,85.0,88.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-03/KENAN_SONG_L_03-05.png?itok=9k_w6hIG,song kenan
Song Yadong,6,1,7,1,0,4,1,0,67.0,68.0,135.0,1997.0,False,True,False,False,False,song yadong,Song Yadong,https://www.ufc.com/athlete/yadong-song,31,22,8,1,898.0,2048.0,1.0,21.0,4.58,4.0,0.61,0.15,56.0,74.0,0.54,785.0,765.0,56.0,77.0,566.0,176.0,156.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/5/YADONG_SONG_L_03-09.png?itok=mGg6l-qk,song yadong
Emrah Sonmez,0,0,1,0,1,0,1,0,71.0,70.0,145.0,1992.0,False,True,False,False,False,emrah sonmez,Emrah Sonmez,https://www.ufc.com/athlete/emrah-sonmez,1,0,1,0,22.0,47.0,0.0,23.0,1.47,1.73,5.0,0.0,48.0,0.0,15.0,0.0,12.0,2.0,8.0,19.0,3.0,0.0,,emrah sonmez
Jin Soo Son,0,0,2,0,2,0,2,0,69.0,66.0,135.0,1993.0,False,True,False,False,False,jin soo son,Jin Soo Son,https://www.ufc.com/athlete/jin-soo-son,13,9,4,0,153.0,420.0,1.0,12.0,5.1,7.63,1.5,0.0,52.0,100.0,0.0,900.0,125.0,24.0,4.0,125.0,18.0,10.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/71426/profile-galery/fullbodyleft-picture/SON_JINSOO_L.png?itok=XrSE4n_D,jin soo son
Benardo Sopaj,1,0,1,1,0,1,1,0,66.0,66.0,135.0,2000.0,False,True,False,False,False,benardo sopaj,Benardo Sopaj,https://www.ufc.com/athlete/benardo-sopaj,15,12,3,0,126.0,225.0,3.0,7.0,4.24,4.88,2.53,0.0,50.0,77.0,0.51,891.0,69.0,16.0,41.0,106.0,9.0,11.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/6/SOPAJ_BENARDO_L_03-02.png?itok=OQs0JaMP,benardo sopaj
Emiliano Sordi,0,1,0,0,1,0,1,0,72.0,74.0,205.0,1991.0,False,True,False,False,False,emiliano sordi,Emiliano Sordi,https://www.ufc.com/athlete/emiliano-sordi,23,16,7,0,26.0,51.0,0.0,5.0,4.79,4.79,0.0,8.28,48.0,100.0,0.0,163.0,19.0,3.0,4.0,21.0,3.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Emiliano_Sordi/SORDI_EMILIANO_R.png?VersionId=Hk3xNz5SOEBmiVUaRYNoUF2OA6TgxAGr&itok=xhF_7gxx,emiliano sordi
Sean Soriano,0,3,2,0,5,0,5,0,70.0,69.0,145.0,1989.0,False,True,False,False,False,sean soriano,Sean Soriano,https://www.ufc.com/athlete/sean-soriano,22,14,8,0,180.0,292.0,0.0,9.0,3.18,2.14,1.33,0.0,56.0,53.0,0.0,678.0,128.0,29.0,23.0,106.0,32.0,42.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-06/SORIANO_SEAN_L_05-15.png?itok=d5RKyGD5,sean soriano
Punahele Soriano,5,1,5,3,0,3,2,0,72.0,71.0,170.0,1992.0,False,False,False,True,False,punahele soriano,Punahele Soriano,https://www.ufc.com/athlete/punahele-soriano,16,12,4,0,497.0,909.0,0.0,27.0,4.66,3.42,1.83,0.14,48.0,40.0,0.84,581.0,241.0,28.0,228.0,388.0,94.0,15.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-10/SORIANO_PUNAHELE_L_10-04.png?itok=556QqfHx,punahele soriano
Hecher Sosa,0,0,1,1,0,1,0,0,70.0,69.0,135.0,1995.0,False,True,False,False,False,hecher sosa,Hecher Sosa,https://www.ufc.com/athlete/hecher-sosa,1,1,0,0,32.0,64.0,0.0,11.0,2.13,0.87,4.0,2.0,55.0,100.0,0.0,900.0,19.0,8.0,5.0,24.0,6.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-09/SOSA_HECHER_R_09-16.png?itok=aVp36y_5,hecher sosa
Dmitry Sosnovskiy,0,1,0,1,0,1,0,0,77.0,75.0,240.0,1989.0,False,True,False,False,False,dmitry sosnovskiy,Dmitry Sosnovskiy,https://www.ufc.com/athlete/dmitry-sosnovskiy,10,10,0,0,28.0,40.0,2.0,3.0,2.95,2.53,3.16,3.16,35.0,100.0,0.0,569.0,10.0,5.0,13.0,22.0,5.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Dmitry_Sosnovskiy/SOSNOVSKIY_DMITRY_R.png?VersionId=8sRVfLVdTDXINKmyUXO4ES6sv4L44adB&itok=GDt1TGJv,dmitry sosnovskiy
Ben Sosoli,1,0,0,0,1,0,1,0,72.0,72.0,265.0,1989.0,False,False,False,True,False,ben sosoli,Ben Sosoli,https://www.ufc.com/athlete/ben-sosoli,1,0,1,0,43.0,137.0,0.0,0.0,2.31,4.3,0.0,0.0,47.0,0.0,6.0,0.0,38.0,5.0,0.0,31.0,11.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-02/SOSOLI_BEN_L.png?VersionId=.xrzSkyj3r6OlS9hTycH9IQsT5T4zoZf&itok=lqTn2Hki,ben sosoli
Krzysztof Soszynski,6,2,3,0,1,3,2,0,77.0,73.0,205.0,1977.0,True,False,False,False,False,krzysztof soszynski,Krzysztof Soszynski,https://www.ufc.com/athlete/krzysztof-soszynski,36,22,13,1,292.0,746.0,0.0,12.0,3.37,3.13,0.52,1.04,59.0,72.0,0.17,433.0,167.0,65.0,60.0,171.0,67.0,54.0,,krzysztof soszynski
George Sotiropoulos,3,4,4,0,4,7,4,0,71.0,70.0,155.0,1977.0,False,True,False,False,False,george sotiropoulos,George Sotiropoulos,https://www.ufc.com/athlete/george-sotiropoulos,20,14,6,0,287.0,1058.0,0.0,54.0,2.61,2.52,2.32,1.64,68.0,54.0,0.14,550.0,221.0,12.0,54.0,226.0,36.0,25.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/George_Sotiropoulos/GeorgeSotiropoulos_FullBody_RC.png?VersionId=9LUWoM0lM0UD3A93ZvsrTkVY2gamoTok&itok=8jW_5KFk,george sotiropoulos
Greg Soto,0,1,1,0,1,1,1,0,73.0,71.0,170.0,1986.0,False,True,False,False,False,greg soto,Greg Soto,https://www.ufc.com/athlete/greg-soto,10,8,2,0,97.0,152.0,0.0,11.0,3.21,2.61,1.49,0.99,53.0,44.0,0.0,605.0,22.0,22.0,53.0,60.0,29.0,8.0,,greg soto
Alex Soto,1,0,1,0,2,0,2,0,72.0,68.0,135.0,1984.0,False,False,False,True,False,alex soto,Alex Soto,https://www.ufc.com/athlete/alex-soto,9,6,2,1,47.0,186.0,0.0,10.0,2.95,5.02,2.82,0.0,59.0,0.0,7.0,0.0,41.0,4.0,2.0,19.0,21.0,7.0,,alex soto
Joe Soto,3,3,2,0,2,3,3,0,65.0,66.0,135.0,1987.0,False,True,False,False,False,joe soto,Joe Soto,https://www.ufc.com/athlete/joe-soto,25,18,7,0,238.0,570.0,4.0,19.0,3.36,5.37,0.85,1.91,67.0,70.0,0.0,531.0,211.0,3.0,24.0,195.0,17.0,26.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/fd69bd1f-7cb1-452b-9f07-dd71d94facfd%252Fjoe-soto_497684_LeftFullBodyImage.png?itok=InGKGGp_,joe soto
Andre Soukhamthath,1,0,6,0,2,1,2,0,70.0,69.0,135.0,1988.0,False,True,False,False,False,andre soukhamthath,Andre Soukhamthath,https://www.ufc.com/athlete/andre-soukhamthath,21,13,8,0,266.0,604.0,4.0,15.0,2.77,4.31,1.25,0.16,50.0,59.0,0.94,824.0,178.0,58.0,30.0,122.0,88.0,56.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67314/profile-galery/fullbodyleft-picture/SOUKHAMTHATH_ANDRE_L.png?VersionId=wxp.as.0Np39pZ_1pUdTS2XgUz42kneG&itok=YAN5aYE-,andre soukhamthath
Mario Sousa,1,1,1,0,2,1,2,0,79.0,75.0,185.0,1996.0,False,True,False,False,False,mario sousa,Mario Sousa,https://www.ufc.com/athlete/mario-sousa,3,1,2,0,81.0,159.0,0.0,4.0,2.82,2.99,0.52,0.52,28.0,38.0,0.0,575.0,46.0,10.0,25.0,51.0,18.0,12.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-09/71610%252Fprofile-galery%252Ffullbodyleft-picture%252FSOUZA_MARIO_L.png?itok=36pJiGEl,mario sousa
Manoel Sousa,1,0,0,1,0,1,0,0,70.0,69.0,155.0,1997.0,False,True,False,False,False,manoel sousa,Manoel Sousa,https://www.ufc.com/athlete/manoel-sousa,1,1,0,0,42.0,72.0,0.0,1.0,3.23,1.31,0.0,2.31,55.0,63.0,0.0,780.0,25.0,4.0,13.0,29.0,10.0,3.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-08/SOUSA_MANOEL_R_08-26.png?itok=E85MRVC8,manoel sousa
Bobby Southworth,2,2,3,0,1,2,2,1,72.0,74.0,205.0,1969.0,False,True,False,False,False,bobby southworth,Bobby Southworth,https://www.ufc.com/athlete/bobby-southworth,0,0,0,0,56.0,143.0,0.0,19.0,0.99,1.38,3.98,1.33,66.0,65.0,0.0,612.0,27.0,17.0,12.0,17.0,22.0,17.0,,bobby southworth
Livinha Souza,1,1,4,0,2,2,2,0,63.0,63.0,115.0,1991.0,False,True,False,False,False,livinha souza,Livinha Souza,https://www.ufc.com/athlete/livinha-souza,18,14,4,0,114.0,253.0,1.0,24.0,1.75,3.6,2.54,1.38,57.0,40.0,0.0,650.0,79.0,20.0,15.0,51.0,28.0,35.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-10/68592%252Fprofile-galery%252Ffullbodyleft-picture%252FSOUZA_LIVIA_L_10-23.png?itok=CuGUkwUj,livinha souza
Bruno Souza,0,0,2,0,2,0,2,0,70.0,70.0,145.0,1996.0,False,True,False,False,False,bruno souza,Bruno Souza,https://www.ufc.com/athlete/nassurdin-imavov-5,13,10,3,0,112.0,281.0,0.0,6.0,3.73,5.3,0.5,0.0,46.0,60.0,0.0,900.0,105.0,7.0,0.0,64.0,30.0,18.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/d77d6f50-43b8-4b51-9b85-8ff9edcfcd54%252FSOUZA_BRUNO_L_11-06.png?itok=EXBpHQGa,bruno souza
Ketlen Souza,0,2,3,0,2,2,2,0,63.0,63.0,115.0,1994.0,False,True,False,False,False,ketlen souza,Ketlen Souza,https://www.ufc.com/athlete/ketlen-souza,21,15,6,0,227.0,392.0,0.0,7.0,4.56,4.4,0.3,0.3,53.0,50.0,0.3,597.0,196.0,28.0,3.0,120.0,63.0,44.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/SOUZA_KETLEN_L_06-03.png?itok=iyCDJ541,ketlen souza
Chris Spang,1,0,3,0,1,1,1,0,72.0,74.0,170.0,1987.0,False,True,False,False,False,chris spang,Chris Spang,https://www.ufc.com/athlete/chris-spang,7,5,2,0,61.0,169.0,0.0,1.0,1.83,1.95,0.0,0.9,60.0,50.0,0.45,726.0,33.0,26.0,2.0,40.0,15.0,6.0,,chris spang
Andreas Spang,1,0,0,1,0,1,0,0,72.0,73.0,185.0,1978.0,False,False,False,False,False,andreas spang,Andreas Spang,https://www.ufc.com/athlete/andreas-spang,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,andreas spang
Ryan Spann,7,7,3,1,0,5,3,0,79.0,77.0,205.0,1991.0,False,True,False,False,False,ryan spann,Ryan Spann,https://www.ufc.com/athlete/ryan-spann,34,23,11,0,294.0,752.0,0.0,23.0,3.19,4.14,1.3,1.79,43.0,52.0,0.98,326.0,216.0,22.0,56.0,223.0,53.0,18.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-07/SPANN_RYAN_L_07-19.png?itok=dpN9xInb,ryan spann
Tommy Speer,2,1,0,0,2,1,2,0,71.0,70.0,170.0,1984.0,False,True,False,False,False,tommy speer,Tommy Speer,https://www.ufc.com/athlete/tommy-speer,12,9,3,0,19.0,37.0,0.0,3.0,2.56,5.12,2.02,0.0,36.0,33.0,0.0,148.0,0.0,14.0,5.0,5.0,2.0,12.0,,tommy speer
Sean Spencer,1,2,5,0,3,2,3,0,74.0,70.0,170.0,1987.0,False,True,False,False,False,sean spencer,Sean Spencer,https://www.ufc.com/athlete/sean-spencer,18,12,6,0,456.0,1406.0,0.0,3.0,4.24,4.02,0.14,0.0,61.0,69.0,0.42,806.0,391.0,49.0,16.0,345.0,77.0,34.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/21c087d3-3edd-4e88-af76-c7b14332eef7%252FSean-Spencer_299613_LeftFullBodyImage.png?itok=bP8AYvIN,sean spencer
Felicia Spencer,2,1,3,1,0,1,2,0,68.0,66.0,145.0,1990.0,False,True,False,False,False,felicia spencer,Felicia Spencer,https://www.ufc.com/athlete/felicia-spencer,12,9,3,0,245.0,502.0,1.0,32.0,3.21,4.54,1.18,0.2,45.0,27.0,0.0,764.0,120.0,64.0,61.0,167.0,43.0,35.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-05/71456%252Fprofile-galery%252Ffullbodyleft-picture%252FSPENCER_FELICIA_L_05-22.png?itok=ouw72CqV,felicia spencer
