fighter_name,ko/tko_wins,submission_wins,decision_wins,win_streak,lose_streak,longest_win_streak,longest_lose_streak,title_fight_wins,reach_in,height_in,weight_in,dob_in,stance_Open,stance_Orthodox,stance_Sideways,stance_Southpaw,stance_Switch,fighter_name_norm,name,url,total_fights,wins,losses,draw,sig_strikes_landed,sig_strikes_attempted,takedowns_landed,takedown_attempted,sig_str_landed,sig_str_absorbed,takedown_avg,submission_avg,sig_str_def,takedown_def,knockdown_avg,avg_fight_time_seconds,str_standing,str_clinch,str_ground,str_head,str_body,str_leg,img,name_norm
Nurullo Aliev,1,0,1,3,0,3,0,0,72.0,70.0,155.0,2000.0,False,True,False,False,False,nurullo aliev,Nurullo Aliev,https://www.ufc.com/athlete/nurullo-aliev,10,10,0,0,84.0,184.0,3.0,11.0,2.43,1.07,2.6,0.0,59.0,0.0,11.0,0.0,28.0,1.0,55.0,73.0,9.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/13/ALIEV_NURULLO_L_01-11.png?itok=p1-_K0ar,nurullo aliev
Ikram Aliskerov,4,1,1,2,0,3,1,0,76.0,72.0,185.0,1992.0,False,False,False,True,False,ikram aliskerov,Ikram Aliskerov,https://www.ufc.com/athlete/ikram-aliskerov,18,16,2,0,102.0,164.0,0.0,3.0,7.76,5.78,1.14,1.14,42.0,100.0,3.42,158.0,81.0,3.0,18.0,63.0,29.0,10.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-04/ALISKEROV_IKRAM_L_04-26.png?itok=WWs2ejcf,ikram aliskerov
Leon Aliu,1,0,0,0,1,0,1,0,74.0,72.0,185.0,1989.0,False,True,False,False,False,leon aliu,Leon Aliu,https://www.ufc.com/athlete/leon-aliu,1,0,1,0,10.0,20.0,0.0,1.0,6.32,10.11,0.0,0.0,38.0,0.0,1.0,0.0,7.0,3.0,0.0,1.0,4.0,5.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-02/ALIU_LEON_L.png?itok=yfMmmHB0,leon aliu
John Allan,0,1,2,0,2,0,2,0,75.0,73.0,205.0,1993.0,False,True,False,False,False,john allan,John Allan,https://www.ufc.com/athlete/john-allan,20,13,7,0,191.0,449.0,4.0,7.0,3.56,5.74,1.4,0.84,52.0,50.0,0.0,805.0,163.0,13.0,15.0,117.0,34.0,40.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-11/69719%252Fprofile-galery%252Ffullbodyleft-picture%252FALLAN_JOHN_L_11-06.png?itok=KLf1psRf,john allan
Arnold Allen,2,2,9,1,0,10,2,0,70.0,68.0,145.0,1994.0,False,False,False,True,False,arnold allen,Arnold Allen,https://www.ufc.com/athlete/arnold-allen,23,20,3,0,611.0,1471.0,8.0,23.0,3.45,2.88,0.93,0.34,62.0,75.0,0.25,817.0,549.0,27.0,35.0,444.0,121.0,46.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/5/ALLEN_ARNOLD_L_07-27.png?itok=OxoQqbOb,arnold allen
Brendan Allen,4,8,7,2,0,7,2,0,75.0,74.0,185.0,1995.0,False,True,False,False,False,brendan allen,Brendan Allen,https://www.ufc.com/athlete/brendan-allen,32,25,7,0,737.0,1387.0,2.0,51.0,3.85,3.96,1.65,1.18,48.0,57.0,0.31,638.0,576.0,51.0,110.0,477.0,162.0,98.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-02/ALLEN_BRENDAN_L_02-22.png?itok=H6Ma8RB6,brendan allen
Asu Almabayev,1,1,4,0,0,4,1,0,65.0,64.0,125.0,1994.0,False,True,False,False,False,asu almabayev,Asu Almabayev,https://www.ufc.com/athlete/assu-almabayev,25,22,3,0,174.0,322.0,2.0,58.0,2.16,1.75,4.66,1.49,52.0,50.0,0.19,805.0,104.0,19.0,51.0,89.0,43.0,42.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-07/ALMABAYEV_ASU_L_07-26.png?itok=L1xtXP6X,asu almabayev
Bekzat Almakhan,1,0,1,0,0,1,1,0,68.0,67.0,135.0,1997.0,False,True,False,False,False,bekzat almakhan,Bekzat Almakhan,https://www.ufc.com/athlete/bekzat-almakhan,14,12,2,0,11.0,27.0,0.0,0.0,0.68,4.29,0.0,0.0,32.0,1.87,8.0,0.0,9.0,0.0,2.0,8.0,3.0,0.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-03/ALMAKHAN_BEZKAT_L_03-02.png?itok=NuQabDSN,bekzat almakhan
Ricardo Almeida,1,4,7,0,1,3,1,0,74.0,72.0,170.0,1976.0,False,True,False,False,False,ricardo almeida,Ricardo Almeida,https://www.ufc.com/athlete/ricardo-almeida,17,13,4,0,299.0,608.0,0.0,97.0,2.02,1.2,3.74,1.21,61.0,31.0,0.0,685.0,142.0,39.0,118.0,177.0,74.0,48.0,,ricardo almeida
Thomas Almeida,7,0,3,0,4,4,4,0,70.0,67.0,145.0,1991.0,False,False,False,True,False,thomas almeida,Thomas Almeida,https://www.ufc.com/athlete/thomas-almeida,27,22,5,0,435.0,1000.0,0.0,7.0,4.84,4.93,0.17,0.0,62.0,76.0,0.5,540.0,388.0,45.0,2.0,261.0,80.0,94.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-10/69367%252Fprofile-galery%252Ffullbodyleft-picture%252FALMEIDA_THOMAS_L_10-17.png?itok=vta-Ngb0,thomas almeida
Ericka Almeida,0,0,2,0,2,0,2,0,72.0,66.0,115.0,1989.0,False,True,False,False,False,ericka almeida,Ericka Almeida,https://www.ufc.com/athlete/ericka-almeida,9,7,2,0,32.0,81.0,0.0,3.0,1.07,3.33,0.5,0.0,44.0,38.0,0.0,900.0,16.0,13.0,3.0,23.0,7.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-03/ericka-almeida_532043_LeftFullBodyImage.png?VersionId=hVSSibP5p25TjOjsfrTBP.bcOJ3t77up&itok=wsD08_HO,ericka almeida
Estefani Almeida,0,0,1,0,1,0,1,0,72.0,64.0,125.0,1988.0,False,True,False,False,False,estefani almeida,Estefani Almeida,https://www.ufc.com/athlete/estefani-almeida,0,0,0,0,47.0,127.0,0.0,3.0,3.13,6.07,0.0,0.0,42.0,0.0,15.0,0.0,46.0,1.0,0.0,22.0,13.0,12.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Fighter_fullLength_Shadow-woman-blue.png?VersionId=SaZSiHq6Es28JDi9_jfSTmRNG4l_XkBS&itok=Eo7XnRU0,estefani almeida
Jailton Almeida,4,5,2,0,1,7,1,0,79.0,75.0,237.0,1991.0,False,True,False,False,False,jailton almeida,Jailton Almeida,https://www.ufc.com/athlete/jailton-almeida,25,22,3,0,179.0,273.0,2.0,50.0,2.62,0.89,6.58,2.41,42.0,60.0,0.0,410.0,18.0,7.0,154.0,164.0,10.0,5.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/7/ALMEIDA_JAILTON_L_01-18.png?itok=Ga2GODa2,jailton almeida
Lucas Almeida,3,1,3,0,2,1,2,0,71.0,71.0,145.0,1991.0,False,True,False,False,False,lucas almeida,Lucas Almeida,https://www.ufc.com/athlete/kori-makkenna-11,20,15,5,0,336.0,845.0,0.0,1.0,4.94,5.36,0.0,0.0,45.0,54.0,0.66,582.0,302.0,10.0,24.0,185.0,63.0,88.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-10/ALMEIDA_LUCAS_L_10-11.png?itok=IHdCXeEH,lucas almeida
Cesar Almeida,2,0,3,2,0,2,1,0,74.0,73.0,185.0,1988.0,False,True,False,False,False,cesar almeida,Cesar Almeida,https://www.ufc.com/athlete/cesar-almeida,8,7,1,0,235.0,401.0,0.0,2.0,4.16,2.32,0.0,0.27,48.0,60.0,0.27,678.0,133.0,39.0,63.0,116.0,72.0,47.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/8/ALMEIDA_CESAR_L_01-11.png?itok=FyZaCpnY,cesar almeida
Sarah Alpar,1,1,1,0,2,1,2,0,63.0,64.0,135.0,1991.0,False,False,False,True,False,sarah alpar,Sarah Alpar,https://www.ufc.com/athlete/sarah-alpar,15,9,6,0,88.0,200.0,0.0,15.0,2.36,6.06,1.61,0.4,38.0,20.0,0.0,745.0,79.0,9.0,0.0,44.0,21.0,23.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/71473/profile-galery/fullbodyleft-picture/ALPAR_SARAH_L_09-19.png?itok=7L0xC6ZM,sarah alpar
Victor Altamirano,1,0,6,0,3,2,3,0,70.0,68.0,125.0,1991.0,False,False,False,False,True,victor altamirano,Victor Altamirano,https://www.ufc.com/athlete/kori-makkenna-4,17,12,5,0,429.0,802.0,1.0,47.0,4.58,3.82,2.88,0.0,53.0,63.0,0.16,803.0,325.0,47.0,57.0,198.0,163.0,68.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-02/ALTAMIRANO_VICTOR_L_02-24.png?itok=LUGDi8iZ,victor altamirano
Patricia Alujas,0,1,0,0,1,0,1,0,64.0,64.0,115.0,1996.0,False,True,False,False,False,patricia alujas,Patricia Alujas,https://www.ufc.com/athlete/patricia-alujas,1,0,1,0,53.0,168.0,0.0,0.0,5.83,9.25,0.0,0.0,45.0,0.0,9.0,0.0,53.0,0.0,0.0,41.0,3.0,9.0,,patricia alujas
Sean Alvarez,1,0,0,0,1,0,1,0,72.0,72.0,235.0,1971.0,False,True,False,False,False,sean alvarez,Sean Alvarez,https://www.ufc.com/athlete/sean-alvarez,7,4,3,0,6.0,16.0,0.0,9.0,0.89,3.25,0.0,0.0,48.0,0.0,6.0,0.0,5.0,1.0,0.0,1.0,0.0,5.0,,sean alvarez
Eddie Alvarez,6,2,4,0,1,3,1,1,69.0,69.0,155.0,1984.0,False,True,False,False,False,eddie alvarez,Eddie Alvarez,https://www.ufc.com/athlete/eddie-alvarez,35,29,6,0,556.0,1342.0,12.0,68.0,4.32,4.39,2.92,0.47,56.0,93.0,0.47,593.0,385.0,102.0,69.0,370.0,130.0,56.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67873/profile-galery/fullbodyleft-picture/eddie-alvarez_498601_LeftFullBodyImage.png?itok=xI7Np5AR,eddie alvarez
Jaime Alvarez,0,0,1,1,0,1,0,0,69.0,68.0,125.0,1988.0,False,True,False,False,False,jaime alvarez,Jaime Alvarez,https://www.ufc.com/athlete/jaime-alvarez,8,7,1,0,41.0,102.0,0.0,3.0,2.73,4.53,1.0,0.0,57.0,50.0,0.0,900.0,26.0,0.0,15.0,24.0,6.0,11.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/b0abf801-526d-462e-9ba0-63f9c6067a01%252FJamie-Alvarez_635980_LeftFullBodyImage.png?itok=Q-Lli3JK,jaime alvarez
Joel Alvarez,5,3,2,4,0,4,1,0,77.0,75.0,155.0,1993.0,False,True,False,False,False,joel alvarez,Joel Álvarez,https://www.ufc.com/athlete/joel-alvarez,26,23,3,0,376.0,682.0,0.0,3.0,4.78,3.07,0.19,1.15,54.0,47.0,0.19,472.0,278.0,44.0,54.0,258.0,75.0,43.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/2/ALVAREZ_JOEL_L_12-14.png?itok=wQs5ctPS,joel alvarez
Thiago Alves,11,4,12,0,2,7,2,0,70.0,69.0,170.0,1983.0,False,True,False,False,False,thiago alves,Thiago Alves,https://www.ufc.com/athlete/thiago-alves,43,28,15,0,1106.0,2648.0,13.0,23.0,3.73,3.42,0.71,0.3,63.0,63.0,0.66,659.0,867.0,126.0,113.0,569.0,150.0,387.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2019-01/ALVES_THIAGO_L.png?VersionId=_iXg0Zp.wNih3AwI7LIRzu9dvtBESmRn&itok=M0_dx7l2,thiago alves
Amilcar Alves,0,1,1,0,2,0,2,0,72.0,72.0,170.0,1988.0,False,False,False,True,False,amilcar alves,Amilcar Alves,https://www.ufc.com/athlete/amilcar-alves,14,11,3,0,14.0,30.0,0.0,1.0,0.5,2.02,0.0,0.0,30.0,53.0,0.0,846.0,7.0,3.0,4.0,8.0,4.0,2.0,,amilcar alves
Warlley Alves,6,4,6,0,4,4,4,1,72.0,71.0,185.0,1991.0,False,True,False,False,False,warlley alves,Warlley Alves,https://www.ufc.com/athlete/warlley-alves,23,15,8,0,485.0,1009.0,8.0,26.0,3.04,3.95,1.22,0.85,51.0,63.0,0.28,597.0,379.0,71.0,35.0,268.0,111.0,106.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-02/ALVES_WARLLEY_L_10-21.png?itok=Y6zfqEZE,warlley alves
Rafael Alves,1,2,1,0,2,1,2,0,68.0,68.0,155.0,1990.0,False,True,False,False,False,rafael alves,Rafael Alves,https://www.ufc.com/athlete/rafael-alves,32,20,12,0,95.0,194.0,0.0,4.0,1.85,3.3,0.29,1.46,58.0,44.0,0.29,615.0,87.0,3.0,5.0,55.0,22.0,18.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-02/ALVES_RAFAEL_L_02-25.png?itok=ViuKdsV4,rafael alves
Sam Alvey,9,3,12,0,4,4,4,0,75.0,74.0,185.0,1986.0,False,False,False,True,False,sam alvey,Sam Alvey,https://www.ufc.com/athlete/sam-alvey,52,33,18,1,758.0,1703.0,1.0,7.0,3.28,3.63,0.06,0.06,53.0,82.0,0.45,578.0,576.0,152.0,30.0,511.0,116.0,131.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-08/ALVEY_SAM_L_08-06.png?itok=dZbZVpFA,sam alvey
Christopher Alvidrez,1,0,0,1,0,1,0,0,74.0,72.0,170.0,1996.0,False,True,False,False,False,christopher alvidrez,Christopher Alvidrez,https://www.ufc.com/athlete/christopher-alvidrez,1,1,0,0,33.0,53.0,0.0,1.0,6.97,2.11,0.0,0.0,50.0,100.0,6.34,284.0,17.0,1.0,15.0,25.0,1.0,7.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-10/ALVIDREZ_CHRISTOPHER_R_09-30.png?itok=WAlhd2Si,christopher alvidrez
Adlan Amagov,4,0,2,3,0,3,1,0,76.0,74.0,170.0,1986.0,False,True,False,False,False,adlan amagov,Adlan Amagov,https://www.ufc.com/athlete/adlan-amagov,16,13,2,1,76.0,159.0,0.0,16.0,3.29,0.82,5.84,0.0,79.0,100.0,1.3,381.0,37.0,15.0,24.0,35.0,15.0,26.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67151/profile-galery/fullbodyleft-picture/Adlan-Amagov_242025_LeftFullBodyImage.png?VersionId=K9XOpIQD6YOiC_x6vRThCH756JI2QeXT&itok=CEAKFj9H,adlan amagov
Alen Amedovski,2,1,1,0,4,0,4,0,74.0,70.0,185.0,1988.0,False,True,False,False,False,alen amedovski,Alen Amedovski,https://www.ufc.com/athlete/alen-amedovski,12,8,4,0,20.0,66.0,0.0,0.0,0.99,3.85,0.0,0.0,46.0,0.0,5.0,0.0,17.0,0.0,3.0,13.0,2.0,5.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-08/67201%252Fprofile-galery%252Ffullbodyleft-picture%252FAMEDOVSKI_ALEN_L_07-10.png?itok=PUcVNaJE,alen amedovski
Hyder Amil,3,0,2,0,0,4,1,0,70.0,69.0,145.0,1990.0,False,False,False,False,True,hyder amil,Hyder Amil,https://www.ufc.com/athlete/hyder-amil,12,11,1,0,265.0,464.0,1.0,10.0,6.84,4.18,0.77,1.16,52.0,81.0,0.39,465.0,213.0,26.0,26.0,168.0,65.0,32.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-06/AMIL_HYDER_L_06-28.png?itok=bzZJMa52,hyder amil
Makwan Amirkhani,4,5,5,0,2,3,3,0,72.0,70.0,145.0,1988.0,False,False,False,True,False,makwan amirkhani,Makwan Amirkhani,https://www.ufc.com/athlete/makwan-amirkhani,26,17,9,0,171.0,387.0,12.0,79.0,1.33,2.98,3.96,1.05,46.0,36.0,0.12,552.0,110.0,4.0,57.0,147.0,17.0,7.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-07/aeac1376-60de-48f9-983f-c13d3d58d52e%252FAMIRKHANI_MAKWAN_L_03-19.png?itok=GAf8zrQv,makwan amirkhani
Jaqueline Amorim,1,3,2,0,1,4,1,0,68.0,63.0,115.0,1995.0,False,True,False,False,False,jaqueline amorim,Jaqueline Amorim,https://www.ufc.com/athlete/jaqueline-amorim,11,10,1,0,109.0,204.0,2.0,16.0,2.68,1.43,2.22,4.8,64.0,0.0,8.0,0.0,21.0,0.0,88.0,95.0,12.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-04/AMORIM_JAQUELINE_L_04-26.png?itok=oJSxvaHw,jaqueline amorim
Eryk Anders,7,1,10,0,1,2,3,0,75.0,73.0,185.0,1987.0,False,False,False,True,False,eryk anders,Eryk Anders,https://www.ufc.com/athlete/eryk-anders,26,17,9,0,784.0,1627.0,6.0,105.0,3.51,4.09,1.75,0.07,51.0,80.0,0.47,705.0,435.0,189.0,160.0,545.0,197.0,42.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-08/ANDERS_ERYK_L_08-09.png?itok=zv71f5US,eryk anders
Matt Andersen,1,0,0,0,1,0,1,0,72.0,74.0,230.0,1971.0,False,False,False,True,False,matt andersen,Matt Andersen,https://www.ufc.com/athlete/matt-andersen,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,matt andersen
Andy Anderson,1,0,0,0,1,0,1,0,72.0,66.0,240.0,1974.0,False,False,False,False,False,andy anderson,Andy Anderson,https://www.ufc.com/athlete/andy-anderson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,andy anderson
Lowell Anderson,1,0,0,0,1,0,1,0,72.0,66.0,160.0,1986.0,False,True,False,False,False,lowell anderson,Lowell Anderson,https://www.ufc.com/athlete/shon-alvarez-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,lowell anderson
Corey Anderson,7,0,8,0,1,4,2,1,79.0,75.0,205.0,1989.0,False,True,False,False,False,corey anderson,Corey Anderson,https://www.ufc.com/athlete/corey-anderson,19,14,5,0,721.0,1558.0,52.0,106.0,4.43,2.22,4.89,0.0,59.0,83.0,0.09,651.0,423.0,116.0,182.0,561.0,105.0,55.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-02/ANDERSON_COREY_L.png?VersionId=.CDYKJ1oE6XrUF64Z67E0wo20v4GTQ39&itok=mDkp7TqV,corey anderson
Megan Anderson,2,3,1,0,1,2,1,0,72.0,72.0,145.0,1990.0,False,True,False,False,False,megan anderson,Megan Anderson,https://www.ufc.com/athlete/megan-anderson,16,11,5,0,51.0,110.0,0.0,4.0,1.76,3.35,0.52,0.52,37.0,54.0,0.52,289.0,31.0,10.0,10.0,35.0,15.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-03/68788%252Fprofile-galery%252Ffullbodyleft-picture%252FANDERSON_MEGAN_L_03-06.png?itok=UR5RDbr2,megan anderson
Tatsuya Ando,0,0,1,0,1,0,1,0,68.0,64.0,145.0,1990.0,False,False,False,True,False,tatsuya ando,Tatsuya Ando,https://www.ufc.com/athlete/tatsuya-ando,1,0,1,0,14.0,71.0,0.0,1.0,0.93,4.93,0.0,0.0,50.0,0.0,15.0,0.0,13.0,1.0,0.0,13.0,0.0,1.0,,tatsuya ando
Alex Andrade,0,0,1,0,2,0,2,0,72.0,71.0,200.0,1974.0,False,True,False,False,False,alex andrade,Alex Andrade,https://www.ufc.com/athlete/alex-andrade,0,0,0,0,4.0,11.0,0.0,0.0,0.2,2.6,0.0,0.75,53.0,25.0,0.0,1200.0,3.0,1.0,0.0,3.0,1.0,0.0,,alex andrade
Jessica Andrade,10,8,12,0,3,4,3,1,62.0,61.0,115.0,1991.0,False,True,False,False,False,jessica andrade,Jéssica Andrade,https://www.ufc.com/athlete/jessica-andrade,41,26,15,0,1824.0,3747.0,33.0,74.0,6.37,5.58,2.1,0.31,54.0,75.0,0.37,573.0,1318.0,308.0,198.0,1147.0,406.0,271.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-08/ANDRADE_JESSICA_L_08-16.png?itok=8Qupf1tI,jessica andrade
Viscardi Andrade,1,0,3,2,0,2,1,0,75.0,71.0,170.0,1984.0,False,True,False,False,False,viscardi andrade,Viscardi Andrade,https://www.ufc.com/athlete/viscardi-andrade,26,19,7,0,152.0,358.0,0.0,12.0,3.26,2.77,1.93,0.32,63.0,67.0,0.64,699.0,104.0,27.0,21.0,94.0,37.0,21.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/fbb2d8f4-78ea-4f3c-8d1c-9a7f9a5c4ff1%252Fviscardi-andrade_309084_LeftFullBodyImage.png?itok=DivS-i-Q,viscardi andrade
Jermaine Andre,3,0,0,2,0,2,1,0,72.0,67.0,200.0,1973.0,False,True,False,False,False,jermaine andre,Jermaine Andre,https://www.ufc.com/athlete/shon-alvarez-2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,jermaine andre
Dylan Andrews,4,1,0,0,3,2,3,0,74.0,73.0,185.0,1979.0,False,False,False,False,True,dylan andrews,Dylan Andrews,https://www.ufc.com/athlete/dylan-andrews,25,18,7,0,82.0,163.0,0.0,14.0,2.21,2.72,2.83,0.4,47.0,57.0,1.21,445.0,45.0,19.0,18.0,48.0,19.0,15.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/fd3953b6-6bd3-4aec-aca2-4955bc363963%252FDylan-Andrews_307105_LeftFullBodyImage.png?itok=p9Y27J0e,dylan andrews
Reese Andy,1,0,1,0,2,0,2,0,72.0,72.0,205.0,1973.0,False,True,False,False,False,reese andy,Reese Andy,https://www.ufc.com/athlete/reese-andy,10,7,3,0,64.0,126.0,0.0,5.0,2.87,3.5,0.67,0.0,59.0,40.0,0.0,670.0,47.0,16.0,1.0,28.0,5.0,31.0,,reese andy
Julius Anglickas,0,1,0,1,0,1,0,0,72.0,75.0,205.0,1991.0,False,True,False,False,False,julius anglickas,Julius Anglickas,https://www.ufc.com/athlete/julius-anglickas,0,0,0,0,62.0,79.0,0.0,8.0,4.62,1.86,4.47,1.12,51.0,60.0,0.0,805.0,15.0,38.0,9.0,25.0,21.0,16.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/98a6c137-20ac-4ffc-81cd-06432d83d610%252FANGLICKAS_JULIAS_L.png?itok=a2g0kD-8,julius anglickas
Collin Anglin,2,0,1,0,2,1,2,0,71.0,69.0,145.0,1993.0,False,True,False,False,False,collin anglin,Collin Anglin,https://www.ufc.com/athlete/collin-anglin,11,8,3,0,121.0,249.0,0.0,6.0,4.59,5.54,2.28,0.0,51.0,100.0,0.0,527.0,97.0,17.0,7.0,92.0,19.0,10.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-07/71642%252Fprofile-galery%252Ffullbodyleft-picture%252FANGLIN_COLLIN_L_07-31.png?itok=YlDw1Xp_,collin anglin
Chad Anheliger,1,1,4,0,1,2,2,0,64.0,66.0,135.0,1986.0,False,True,False,False,False,chad anheliger,Chad Anheliger,https://www.ufc.com/athlete/meyson-dzhons-0,21,13,8,0,275.0,596.0,0.0,13.0,3.11,2.76,0.68,0.51,54.0,38.0,0.51,884.0,197.0,38.0,40.0,189.0,41.0,45.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-10/ANHELIGER_CHAD_L_11-02.png?itok=lUkDsYFH,chad anheliger
Yoji Anjo,1,2,1,0,4,0,4,0,72.0,71.0,205.0,1967.0,False,True,False,False,False,yoji anjo,Yoji Anjo,https://www.ufc.com/athlete/yoji-anjo,0,0,0,0,0.0,2.0,0.0,1.0,0.0,3.13,0.0,0.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,yoji anjo
Magomed Ankalaev,7,1,7,0,1,9,1,1,75.0,75.0,205.0,1992.0,False,True,False,False,False,magomed ankalaev,Magomed Ankalaev,https://www.ufc.com/athlete/magomed-ankalaev,24,21,2,1,690.0,1308.0,0.0,45.0,3.65,2.59,0.79,0.0,56.0,88.0,0.56,709.0,490.0,73.0,127.0,383.0,189.0,118.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-10/ANKALAEV_MAGOMED_L_10-26.png?itok=95_TV1MY,magomed ankalaev
Gadzhimurad Antigulov,3,3,0,0,4,2,4,0,70.0,71.0,205.0,1987.0,False,True,False,False,False,gadzhimurad antigulov,Gadzhimurad Antigulov,https://www.ufc.com/athlete/gadzhimurad-antigulov,28,20,8,0,43.0,78.0,5.0,19.0,2.08,4.21,5.08,1.45,40.0,0.0,3.0,0.0,16.0,12.0,15.0,28.0,10.0,5.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-10/67993%252Fprofile-galery%252Ffullbodyleft-picture%252FANTIGULOV_GADZHIMURAD_L_10-17.png?itok=fVeE340T,gadzhimurad antigulov
Adam Antolin,1,2,1,1,0,2,1,0,63.0,65.0,125.0,1982.0,False,True,False,False,False,adam antolin,Adam Antolin,https://www.ufc.com/athlete/adam-antolin,16,13,3,0,86.0,165.0,0.0,7.0,5.73,5.0,0.0,0.0,69.0,100.0,0.0,345.0,74.0,12.0,0.0,37.0,30.0,19.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-08/Adam-Antolin_636457_LeftFullBodyImage.png?itok=niIsJc7x,adam antolin
Shinsho Anzai,2,1,1,0,1,2,1,0,70.0,67.0,170.0,1985.0,False,True,False,False,False,shinsho anzai,Shinsho Anzai,https://www.ufc.com/athlete/shinsho-anzai,12,10,2,0,106.0,182.0,4.0,25.0,3.23,3.75,1.83,0.0,46.0,75.0,0.0,492.0,59.0,45.0,2.0,74.0,23.0,9.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/4281a1de-4f58-4181-8723-06e392385f6f%252Fshinsho-anzai_497847_LeftFullBodyImage.png?itok=m9DCP5NQ,shinsho anzai
